image,number_of_waves,mean_height_m,max_height_m
img_2025_10_23_02_00_00.png,8,0.08742221900537302,0.11172722468456613
img_2025_10_23_02_20_00.png,122,0.09465164710734732,0.15024619717484566
img_2025_10_23_02_40_00.png,903,0.0935571876186448,0.1758073292317484
img_2025_10_23_03_00_00.png,222,0.08699719311166429,0.11565894951602516
img_2025_10_23_03_20_00.png,3,0.0790027483751241,0.07924927688336898
img_2025_10_23_03_40_00.png,2445,0.10801600488508621,0.2240878783023551
img_2025_10_23_04_00_00.png,344,0.0907054049815467,0.2147332029425608
img_2025_10_23_04_20_00.png,749,0.09369537909156743,0.17528698862212164
img_2025_10_23_04_40_00.png,4416,0.12616674016968538,0.28683149438491523
img_2025_10_23_05_00_00.png,5141,0.12989130106096766,0.28579226617548514
img_2025_10_23_05_20_00.png,38,0.08617956496186119,0.11825995844936364
img_2025_10_23_05_40_00.png,97,0.08858464073279672,0.12172743401612282
img_2025_10_23_06_00_00.png,103,0.09057103333033992,0.11685836795019032
img_2025_10_23_08_00_00.png,1,0.2787233078882182,0.2787233078882182
img_2025_10_23_08_10_00.png,1,0.2147332029425608,0.2147332029425608
img_2025_10_23_08_20_00.png,95,0.14602615671780186,0.28683149438491523
img_2025_10_23_08_30_00.png,5826,0.1407554325317669,0.28683149438491523
img_2025_10_23_08_40_00.png,4947,0.1343012427680153,0.3057319544006907
img_2025_10_23_08_50_00.png,9147,0.13658880836018714,0.3019864365811877
img_2025_10_23_09_00_00.png,5476,0.12948995602053445,0.30291418592569835
img_2025_10_23_09_10_00.png,1700,0.118002407916283,0.25362959806683527
img_2025_10_23_09_20_00.png,4643,0.14476176027632875,0.29388556390027293
img_2025_10_23_09_30_00.png,2449,0.12965042865092583,0.28170958277402264
img_2025_10_23_09_40_00.png,6171,0.1495956125027182,0.30291418592569835
img_2025_10_23_09_50_00.png,1181,0.2024514052441505,0.32064549786466146
img_2025_10_23_10_00_00.png,2038,0.15025679665436908,0.28579226617548514
img_2025_10_23_10_10_00.png,1489,0.1417152194951455,0.28579226617548514
img_2025_10_23_10_20_00.png,39,0.11651778176369716,0.17222523616385513
img_2025_10_23_10_30_00.png,143,0.1674129208794325,0.28579226617548514
img_2025_10_23_10_40_00.png,413,0.17434236027263766,0.28683149438491523
img_2025_10_23_10_50_00.png,854,0.14297210736474322,0.28579226617548514
img_2025_10_23_11_00_00.png,371,0.14634960200487193,0.2807070730462966
img_2025_10_23_11_10_00.png,3,0.14989421357736496,0.20225316770596713
img_2025_10_23_11_20_00.png,136,0.17037542682745505,0.28579226617548514
img_2025_10_23_11_30_00.png,4279,0.1486730566816528,0.28704115395136565
img_2025_10_23_11_40_00.png,6517,0.14216262955103226,0.28787921969761754
img_2025_10_23_11_50_00.png,3351,0.14684708441690725,0.3292101951130066
img_2025_10_23_12_00_00.png,8673,0.14165734818010348,0.3477896748896899
img_2025_10_23_12_10_00.png,985,0.1444774285672753,0.28683149438491523
img_2025_10_23_12_20_00.png,43,0.12278233492595171,0.19752611706780396
img_2025_10_23_12_30_00.png,3267,0.11610881170697043,0.28683149438491523
img_2025_10_23_12_40_00.png,580,0.1289693904209192,0.28170958277402264
img_2025_10_23_12_50_00.png,6326,0.1275403293010469,0.28683149438491523
img_2025_10_23_13_00_00.png,6700,0.13366678879276145,0.28683149438491523
img_2025_10_23_13_10_00.png,9147,0.14344573488751672,0.3066828963255403
img_2025_10_23_13_20_00.png,2941,0.172624937542867,0.31551524112148005
img_2025_10_23_13_30_00.png,1058,0.14336561456969674,0.28170958277402264
img_2025_10_23_13_40_00.png,1018,0.17417913530966916,0.3076397722850408
img_2025_10_23_13_50_00.png,3150,0.14710421655415223,0.28683149438491523
img_2025_10_23_14_00_00.png,7282,0.13491461957095982,0.29388556390027293
img_2025_10_23_14_10_00.png,9109,0.13416141813777802,0.28579226617548514
img_2025_10_23_14_20_00.png,1300,0.12648137540389698,0.28170958277402264
img_2025_10_23_14_30_00.png,362,0.1251151835522182,0.2253683645919256
img_2025_10_23_14_40_00.png,4475,0.12216926210357476,0.28579226617548514
img_2025_10_23_14_50_00.png,10000,0.14348763359086314,0.3578886715709347
img_2025_10_23_15_00_00.png,5875,0.14445579356769864,0.3076397722850408
img_2025_10_23_15_10_00.png,26,0.20807899853816267,0.28579226617548514
img_2025_10_23_15_20_00.png,314,0.20265938515780876,0.3076397722850408
img_2025_10_23_15_30_00.png,1,0.20867380493381396,0.20867380493381396
img_2025_10_23_15_40_00.png,25,0.2313863611294191,0.28579226617548514
img_2025_10_23_15_50_00.png,1922,0.18170641190117653,0.28683149438491523
img_2025_10_23_16_00_00.png,284,0.18605935571552837,0.28579226617548514
img_2025_10_23_16_10_00.png,39,0.20761123182006927,0.28579226617548514
img_2025_10_23_16_20_00.png,394,0.20721325365010607,0.28579226617548514
img_2025_10_23_16_40_00.png,8781,0.1430087584391649,0.3578886715709347
img_2025_10_23_16_50_00.png,4759,0.14337824596250098,0.31551524112148005
img_2025_10_23_17_00_00.png,3,0.18008882843802718,0.2029469932895577
img_2025_10_23_17_10_00.png,1,0.20794034053003316,0.20794034053003316
img_2025_10_23_17_20_00.png,9225,0.13777235601217883,0.32274462025061146
img_2025_10_23_17_30_00.png,7204,0.125666488621102,0.28683149438491523
img_2025_10_23_17_40_00.png,5530,0.1159820938943994,0.28579226617548514
img_2025_10_23_17_50_00.png,4100,0.13107789629649547,0.28787921969761754
img_2025_10_23_18_00_00.png,9222,0.1406310740008739,0.28579226617548514
img_2025_10_23_18_20_00.png,129,0.08577350141182317,0.12661212849231865
